Name,Geo_id,0 - 9999,10000 - 14999,15000 - 24999,25000 - 34999,35000 - 49999,50000 - 74999,75000 - 99999,100000 - 149999,150000 - 199999,200000 or more
"Shelby County, Texas",0500000US48419,1096.942,599.1700000000001,1391.918,1152.25,1548.624,1585.4959999999999,672.914,682.1320000000001,202.79600000000002,294.976
"Red River County, Texas",0500000US48387,516.582,474.83799999999997,787.918,793.136,834.88,798.3539999999999,427.8759999999999,433.09400000000005,73.05199999999999,78.27
"Runnels County, Texas",0500000US48399,317.60400000000004,200.393,548.245,552.026,552.026,612.522,366.75699999999995,419.69100000000003,128.554,83.182
"San Jacinto County, Texas",0500000US48407,724.878,790.7760000000001,1336.7879999999998,1110.852,1101.4379999999999,1929.87,894.33,1082.6100000000001,207.10800000000003,216.522
"Sutton County, Texas",0500000US48435,73.931,48.763,179.322,117.975,207.636,333.476,171.457,292.57800000000003,81.796,66.066
"Tom Green County, Texas",0500000US48451,2671.022,2024.807,4825.071999999999,5342.044,6806.798,7926.9039999999995,5342.044,4825.071999999999,1637.078,1680.159
"Upshur County, Texas",0500000US48459,1082.697,745.233,1574.8319999999999,1420.1609999999998,2362.248,2516.919,1687.32,1898.2350000000001,379.64700000000005,393.70799999999997
"Victoria County, Texas",0500000US48469,1898.572,1440.296,3469.804,3076.996,4844.6320000000005,5761.184,4091.75,5073.7699999999995,1702.1680000000001,1374.828
"Waller County, Texas",0500000US48473,852.4839999999999,778.994,1660.874,1499.196,2160.6059999999998,2498.6600000000003,1778.4579999999999,1940.1360000000002,676.108,837.7860000000001
"Wharton County, Texas",0500000US48481,1096.1280000000002,1080.904,1887.776,1431.056,2085.6879999999996,3090.472,1583.296,1781.2079999999999,745.976,426.27199999999993
"Wichita County, Texas",0500000US48485,4561.632,3202.848,5774.832,5338.08,7327.728,9268.848,5435.1359999999995,4949.856,1552.896,1164.672
"Wilson County, Texas",0500000US48493,598.6899999999999,582.9350000000001,1370.685,1386.44,1543.99,2709.8599999999997,2520.8,3024.96,1087.095,913.79
"Borden County, Texas",0500000US48033,6.943999999999999,6.943999999999999,10.912,19.096,21.080000000000002,53.071999999999996,39.928000000000004,76.88,4.96,7.936
"Hockley County, Texas",0500000US48219,596.8100000000001,411.315,879.085,935.54,1258.14,1556.545,1040.385,887.15,250.015,241.95
"Marion County, Texas",0500000US48315,467.98499999999996,369.93100000000004,641.8080000000001,588.3240000000001,762.147,632.8939999999999,436.786,294.16200000000003,98.05400000000002,155.995
"Maverick County, Texas",0500000US48323,1838.5919999999999,1592.3519999999999,2445.984,1690.8480000000002,2265.4080000000004,2528.064,1805.76,1477.44,525.312,246.23999999999998
"Midland County, Texas",0500000US48329,1816.4850000000001,1541.2599999999998,3798.1050000000005,4568.735000000001,6054.95,9577.83,7155.85,10018.19,4513.69,5944.860000000001
"Grayson County, Texas",0500000US48181,3423.6000000000004,2472.6000000000004,5230.5,4802.549999999999,6704.549999999999,8463.900000000001,6894.749999999999,5706.0,2329.9500000000003,1474.05
"Live Oak County, Texas",0500000US48297,103.994,315.56800000000004,552.244,329.912,419.56199999999995,774.5760000000001,337.084,473.35200000000003,150.61200000000002,129.096
"Llano County, Texas",0500000US48299,538.222,477.455,1145.892,980.953,1154.573,1449.7269999999999,946.229,1067.7630000000001,373.28299999999996,555.5840000000001
"Palo Pinto County, Texas",0500000US48363,897.9259999999999,647.342,1399.094,1138.069,1607.914,1743.6469999999997,1054.541,1284.2430000000002,365.43500000000006,302.789
"Fannin County, Texas",0500000US48147,1022.2950000000001,613.377,1347.024,1407.1589999999999,1792.023,2164.86,1575.537,1383.105,420.94500000000005,300.675
"Karnes County, Texas",0500000US48255,404.482,292.60400000000004,374.361,499.14799999999997,512.057,718.6009999999999,473.33,533.572,219.45299999999997,275.392
"DeWitt County, Texas",0500000US48123,573.54,515.4599999999999,798.6,820.38,871.1999999999999,1132.56,827.64,871.1999999999999,319.44000000000005,522.72
"Brazos County, Texas",0500000US48041,9917.44,4416.360000000001,9220.12,8135.4,10382.320000000002,11776.96,8212.88,8755.24,3254.1600000000003,3409.1200000000003
"Callahan County, Texas",0500000US48059,772.486,333.333,661.375,624.3380000000001,634.92,1074.073,544.9730000000001,380.95200000000006,174.603,84.656
"Cass County, Texas",0500000US48067,1181.1000000000001,696.849,1570.863,1606.296,1771.6499999999999,2090.547,1346.454,1133.856,224.409,200.787
"Gaines County, Texas",0500000US48165,411.552,177.196,548.736,508.72400000000005,811.6719999999999,1188.928,783.0919999999999,840.252,274.368,171.48
"Gregg County, Texas",0500000US48183,3329.895,2463.2100000000005,5929.95,5428.185,6568.56,8575.62,4698.345,5428.185,1778.985,1414.065
"Gray County, Texas",0500000US48179,478.26,358.695,1187.6789999999999,1044.201,996.375,1514.49,948.5490000000001,1044.201,263.043,143.478
"Madison County, Texas",0500000US48313,288.00600000000003,304.702,517.576,680.3620000000001,534.272,713.754,279.658,601.056,175.30800000000002,83.48
"Lubbock County, Texas",0500000US48303,10035.025,5403.475,12240.525,12130.25,16210.425,19849.5,12681.625,12681.625,4300.725,4852.1
"Jack County, Texas",0500000US48237,184.5,144.525,310.575,430.50000000000006,372.075,581.175,329.025,492.0,119.925,113.77500000000002
"Kaufman County, Texas",0500000US48257,1826.25,1534.0500000000002,2702.8500000000004,3287.25,4821.3,6793.650000000001,4857.825,7012.8,2374.125,1314.9
"Kendall County, Texas",0500000US48259,602.4040000000001,273.82,794.078,1136.353,1314.336,2135.796,1848.285,2656.0539999999996,1218.499,1697.684
"Bosque County, Texas",0500000US48035,351.35,344.32300000000004,1004.8610000000001,829.186,1061.077,1370.265,864.3210000000001,843.24,154.59400000000002,210.81
"Floyd County, Texas",0500000US48153,190.23999999999998,132.24,292.32,218.08,361.92,447.76,327.11999999999995,206.48000000000002,88.16,51.040000000000006
"Bexar County, Texas",0500000US48029,45835.897,29510.783,64044.67799999999,64044.67799999999,86020.79299999999,119298.91,75346.68,83509.23700000001,29510.783,29510.783
"Bailey County, Texas",0500000US48017,156.10000000000002,93.66000000000001,338.96,283.21,477.21999999999997,379.1,236.38,176.17000000000002,51.29,35.68
"Chambers County, Texas",0500000US48071,905.7600000000001,546.1199999999999,932.4000000000001,1225.44,1305.3600000000001,1798.2,1505.16,2570.76,1465.2,1078.92
"Baylor County, Texas",0500000US48023,193.99200000000002,98.64,202.21200000000002,295.92,276.192,169.33200000000002,166.04399999999998,113.436,31.236,96.99600000000001
"Bell County, Texas",0500000US48027,8031.393000000001,4539.483,11406.906,12105.288,18274.329,24559.767000000003,15713.595000000001,14200.434,3957.4980000000005,3608.307
"Cameron County, Texas",0500000US48061,16373.192000000001,10385.980000000001,18083.824000000004,14784.748,16373.192000000001,19794.456000000002,11241.296,10141.604000000001,2932.512,2199.3840000000005
"Denton County, Texas",0500000US48121,10181.068000000001,6328.772,15684.348,19536.643999999997,29992.876,46777.880000000005,36871.976,54207.308,26966.072,28341.892000000003
"Deaf Smith County, Texas",0500000US48117,385.434,373.198,538.384,611.8000000000001,1040.0600000000002,1217.482,936.054,813.6940000000001,73.416,122.36
"Galveston County, Texas",0500000US48167,7164.755,4933.110000000001,11158.225,10101.13,12920.05,18557.89,13389.87,18910.255,10101.13,10101.13
"El Paso County, Texas",0500000US48141,23424.800000000003,18160.800000000003,33689.6,31847.2,41848.8,47376.0,26846.399999999998,25793.600000000002,8159.2,6053.599999999999
"La Salle County, Texas",0500000US48283,201.168,192.024,342.9,192.024,441.19800000000004,450.3419999999999,82.296,89.154,155.448,139.446
"Roberts County, Texas",0500000US48393,4.89,0.978,15.974,21.842000000000002,36.838,62.918,84.108,47.922,43.032000000000004,6.846
"Terrell County, Texas",0500000US48443,71.00099999999999,17.150000000000002,75.11699999999999,48.02,33.957,29.840999999999998,24.01,41.846,0.0,2.058
"Tyler County, Texas",0500000US48457,672.704,555.712,870.128,745.824,1126.048,1213.7920000000001,943.248,753.1360000000001,285.168,146.24
"Uvalde County, Texas",0500000US48463,741.664,810.656,1129.7440000000001,1164.24,1215.984,1509.1999999999998,1000.3839999999999,724.416,163.856,163.856
"Wheeler County, Texas",0500000US48483,100.62800000000001,130.359,292.736,192.108,391.07700000000006,475.696,320.18,230.987,112.063,45.74
"Bowie County, Texas",0500000US48037,3151.245,2056.602,4245.888,3615.639,4743.453,5804.924999999999,3914.1780000000003,3250.7580000000003,1194.1560000000002,1227.3270000000002
"Archer County, Texas",0500000US48009,130.689,221.166,278.13300000000004,435.63,321.696,549.564,562.9680000000001,562.9680000000001,157.497,130.689
"Brewster County, Texas",0500000US48043,310.628,192.668,723.4879999999999,436.452,809.9920000000001,479.704,381.40399999999994,353.88,94.368,145.484
"Kent County, Texas",0500000US48263,17.875,31.9,18.975,23.924999999999997,39.875,45.099999999999994,42.074999999999996,37.125,1.9249999999999998,15.95
"Hidalgo County, Texas",0500000US48215,28367.806,20229.501,34645.926999999996,27902.76,30693.036,37203.68,21857.162,20462.024,6743.1669999999995,4650.46
"Smith County, Texas",0500000US48423,5057.0650000000005,3967.8509999999997,9102.716999999999,8635.911,11670.15,13926.378999999999,9024.916,9725.125,3423.244,3267.6420000000003
"Somervell County, Texas",0500000US48425,116.424,232.848,562.716,232.848,407.484,494.80199999999996,462.46200000000005,355.74,168.168,194.04
"Crockett County, Texas",0500000US48105,104.41400000000002,49.385000000000005,227.171,149.566,132.634,317.475,129.812,242.69199999999998,53.618,5.644
"Hardin County, Texas",0500000US48199,1555.425,1223.601,1866.51,1742.076,2820.5040000000004,3567.1079999999997,2467.9410000000003,3193.806,1182.123,1099.167
"Haskell County, Texas",0500000US48207,191.51999999999998,134.064,327.712,304.30400000000003,253.23200000000003,504.33599999999996,178.752,148.96,38.304,46.816
"Howard County, Texas",0500000US48227,882.5600000000001,551.6,926.6880000000001,1412.096,1621.704,2118.1440000000002,1423.128,1367.968,386.12000000000006,330.96
"Leon County, Texas",0500000US48289,312.25,355.96500000000003,899.2800000000001,868.0550000000001,924.2600000000001,911.77,780.625,774.38,256.04499999999996,162.37
"Mills County, Texas",0500000US48333,153.972,91.65,282.282,218.127,223.626,405.093,223.626,119.14500000000001,47.658,67.82100000000001
"Montague County, Texas",0500000US48337,571.1239999999999,498.728,1045.72,1037.676,1150.2920000000001,1439.876,884.84,941.1479999999999,201.10000000000002,273.49600000000004
"Newton County, Texas",0500000US48351,430.28999999999996,301.203,798.4269999999999,583.282,626.311,884.485,564.158,425.50900000000007,109.963,52.59100000000001
"Panola County, Texas",0500000US48365,758.6880000000001,415.472,1119.968,839.9760000000001,1408.992,1743.176,966.424,1119.968,307.088,352.248
"Reeves County, Texas",0500000US48389,391.755,227.591,406.679,346.98300000000006,511.14699999999993,735.007,540.995,373.1,123.123,70.889
"Sabine County, Texas",0500000US48403,415.399,186.739,720.2789999999999,693.602,522.107,564.0280000000001,388.722,152.44,64.787,102.897
"Sherman County, Texas",0500000US48421,41.457,54.212999999999994,99.922,131.812,157.324,218.978,122.245,157.324,42.52,38.26800000000001
"Monroe County, Alabama",0500000US01099,1994.301,812.493,1173.601,804.2860000000001,1009.4610000000001,984.8399999999999,582.697,558.076,172.347,106.691
"Lawrence County, Alabama",0500000US01079,1188.096,979.1999999999999,1671.1680000000001,1449.2160000000001,1906.176,2402.304,1566.72,1370.8799999999999,404.736,104.44800000000001
"Lee County, Alabama",0500000US01081,7434.126,3599.0609999999997,6667.113,5782.098,7257.1230000000005,9676.163999999999,6549.111,7198.121999999999,2714.046,2124.036
"Marion County, Alabama",0500000US01093,1158.1290000000001,1170.582,2079.651,1681.1550000000002,1905.309,1980.027,921.5220000000002,1120.77,149.436,286.419
"Pickens County, Alabama",0500000US01107,1066.8000000000002,853.4399999999999,1005.84,784.86,1143.0,1196.34,640.08,708.6600000000001,83.82000000000001,137.16000000000003
"Sumter County, Alabama",0500000US01119,1430.5859999999998,573.249,821.826,415.98599999999993,547.884,608.76,350.03700000000003,268.86899999999997,35.510999999999996,20.292
"Jefferson County, Alabama",0500000US01073,23525.1,15683.4,29798.460000000003,27707.34,35026.26,44436.3,29014.29,31105.410000000003,12023.94,12808.11
"Choctaw County, Alabama",0500000US01023,704.727,546.3000000000001,994.266,704.727,600.93,863.154,442.503,366.021,147.501,98.33400000000002
"Franklin County, Alabama",0500000US01059,957.239,738.112,2064.4069999999997,1268.63,2087.4730000000004,2122.072,1153.3,749.645,242.193,161.462
"Marengo County, Alabama",0500000US01091,1427.5249999999999,653.9499999999999,1283.9750000000001,917.125,901.1750000000001,1124.475,661.9250000000001,590.1500000000001,303.05,103.67500000000001
"Russell County, Alabama",0500000US01113,2563.9700000000003,1656.37,3108.5299999999997,2881.63,3380.81,4152.2699999999995,2291.69,1747.1299999999999,658.01,249.59000000000003
"Cherokee County, Alabama",0500000US01019,1057.91,863.6,1370.965,1370.965,1727.2,1824.3549999999998,1176.655,971.55,248.285,194.31000000000003
"Covington County, Alabama",0500000US01039,1513.2150000000001,962.955,2124.6150000000002,2353.89,2078.76,2843.01,1436.79,1299.2250000000001,427.97999999999996,229.275
"Crenshaw County, Alabama",0500000US01041,535.8000000000001,594.738,744.7620000000001,594.738,830.49,873.354,466.14599999999996,530.442,85.72800000000001,101.80199999999999
"Dallas County, Alabama",0500000US01047,3116.0429999999997,1351.9339999999997,2934.686,2044.388,2060.875,1961.9530000000002,1285.986,1220.0380000000002,247.30499999999998,263.79200000000003
"Lauderdale County, Alabama",0500000US01077,3013.4519999999998,2588.478,5138.322,4365.642,6297.342000000001,7070.022,4288.374,3786.132,1120.386,965.85
"Lowndes County, Alabama",0500000US01085,710.985,439.518,771.3109999999999,439.518,650.659,603.2600000000001,310.24800000000005,284.394,38.781000000000006,64.63499999999999
"Macon County, Alabama",0500000US01087,1421.2120000000002,596.752,1279.876,808.7560000000001,1146.3919999999998,1114.984,643.8639999999999,541.788,235.56,70.668
"Limestone County, Alabama",0500000US01083,2428.95,1748.8440000000003,3789.162,3368.1440000000002,4015.864,5926.638,3821.5480000000002,4339.724,1716.4579999999999,1295.44
"Shelby County, Alabama",0500000US01117,2920.984,2382.908,5688.232000000001,5841.968,8455.48,13759.372,11453.332,14681.788,6226.308,5457.628
"St. Clair County, Alabama",0500000US01115,2176.5620000000004,1689.2720000000002,3313.5719999999997,3281.086,4385.610000000001,6887.032,4905.3859999999995,4028.264,1201.9820000000002,617.234
"Winston County, Alabama",0500000US01133,802.315,887.266,1793.41,1198.753,1321.46,1736.776,821.193,622.974,151.024,103.82900000000001
"Baldwin County, Alabama",0500000US01003,4263.447999999999,4339.581,8070.098,8146.231,10810.885999999999,14541.403,9212.092999999999,9897.29,3349.8520000000003,3578.251
"Cullman County, Alabama",0500000US01043,2892.021,2021.305,4229.192,3638.3489999999997,5410.878,5566.362999999999,3047.5060000000003,2923.118,808.522,590.843
"Elmore County, Alabama",0500000US01051,1863.3600000000001,1339.29,2911.5,2969.73,4105.214999999999,5240.7,4163.445000000001,4571.055,1048.14,960.7950000000001
"Houston County, Alabama",0500000US01069,3481.28,2729.6400000000003,5261.4800000000005,4588.96,6171.36,6685.639999999999,4312.04,3797.76,1147.24,1305.48
"Jackson County, Alabama",0500000US01071,2260.848,1792.3840000000002,2423.7920000000004,2790.4159999999997,3319.984,3421.824,1996.064,1772.0159999999998,305.52,305.52
"Talladega County, Alabama",0500000US01121,3323.355,2215.57,4874.254,3829.7709999999997,5127.462,5190.763999999999,3386.657,2468.778,822.926,411.463
"Tuscaloosa County, Alabama",0500000US01125,6292.616000000001,4004.3919999999994,8008.783999999999,6936.178999999999,10082.487,13014.274,9152.896,8795.361,2931.787,2288.224
"Washington County, Alabama",0500000US01129,594.099,342.057,774.129,936.156,966.1610000000001,984.1639999999999,702.117,426.07099999999997,198.03300000000002,72.012
"Clay County, Alabama",0500000US01027,539.1379999999999,464.40599999999995,795.362,784.6859999999999,768.6720000000001,854.08,512.448,443.05400000000003,80.07,96.08400000000002
"Coffee County, Alabama",0500000US01031,1412.64,1236.06,2236.6800000000003,2158.2,2786.04,3629.7,2197.4399999999996,2707.5600000000004,765.18,510.12000000000006
"Morgan County, Alabama",0500000US01103,3810.032,2662.432,5646.192000000001,5600.288,6242.944,8997.184000000001,5141.248,5003.536,1698.4480000000003,1101.696
"Pike County, Alabama",0500000US01109,2088.28,773.892,1793.464,1388.092,1756.6120000000003,1732.0439999999999,1179.2640000000001,847.5960000000001,577.348,147.40800000000002
"Chilton County, Alabama",0500000US01021,1660.0320000000002,1291.136,1844.48,2213.376,2347.5200000000004,3169.1519999999996,1827.712,1643.2640000000001,536.576,234.75199999999998
"Colbert County, Alabama",0500000US01033,1978.47,1538.8100000000002,3055.637,2220.283,3077.6200000000003,4638.4130000000005,2528.045,2044.4190000000003,527.592,351.728
"Sherburne County, Minnesota",0500000US27141,904.2489999999999,498.896,1496.688,1995.584,3429.91,5550.218000000001,5519.036999999999,7483.44,2650.385,1683.7740000000001
"Wadena County, Minnesota",0500000US27159,353.648,444.912,735.816,667.3679999999999,963.9759999999999,1152.2079999999999,644.552,467.72799999999995,154.008,125.48800000000001
"Benton County, Minnesota",0500000US27009,912.2850000000001,880.275,1760.55,1584.4950000000001,2448.765,3120.975,2240.7000000000003,1968.6150000000002,704.22,368.115
"Carver County, Minnesota",0500000US27019,1024.918,600.8140000000001,1519.706,1731.758,3357.4900000000002,5760.746,4877.196000000001,7457.162000000001,3852.278,5124.589999999999
"Freeborn County, Minnesota",0500000US27047,738.606,634.942,1334.6740000000002,1438.338,2138.07,2902.5919999999996,1671.582,1438.338,401.698,246.202
"Itasca County, Minnesota",0500000US27061,967.8000000000001,1200.072,2187.228,2187.228,2825.9759999999997,4064.7599999999998,2535.636,2477.568,619.392,309.696
"McLeod County, Minnesota",0500000US27085,546.1200000000001,605.16,1269.36,1372.6800000000003,2140.2,3261.96,2479.6800000000003,2066.4,605.16,413.28
"Pope County, Minnesota",0500000US27121,259.594,210.61399999999998,450.616,499.59599999999995,700.4140000000001,1023.6819999999999,690.6179999999999,734.6999999999999,171.43,156.736
"Ramsey County, Minnesota",0500000US27123,12510.24,9382.68,19599.376,20016.384000000002,26271.504,37530.72,26063.0,31484.104,13552.76,12301.736
"Stevens County, Minnesota",0500000US27149,341.22,166.98,330.33,326.7,446.49000000000007,620.73,410.19,573.54,177.87,235.95000000000002
"Swift County, Minnesota",0500000US27151,261.454,278.322,484.95500000000004,451.219,645.201,818.098,518.691,493.38899999999995,118.076,151.812
"Winona County, Minnesota",0500000US27169,1307.5040000000001,1038.3120000000001,1903.5720000000001,1942.0279999999998,2807.288,3864.8280000000004,2557.324,2557.324,692.2080000000001,557.612
"Cottonwood County, Minnesota",0500000US27033,285.38300000000004,319.242,546.581,619.136,628.8100000000001,1039.955,594.951,556.255,135.43599999999998,116.08800000000001
"Scott County, Minnesota",0500000US27139,1196.6000000000001,1053.008,2201.744,2488.9280000000003,4403.488,7179.599999999999,7083.872000000001,11439.496,5456.496,5265.04
"Dodge County, Minnesota",0500000US27039,184.56,238.39,469.09,676.72,892.04,1661.0400000000002,1384.2,1476.48,438.33000000000004,253.77
"Wabasha County, Minnesota",0500000US27157,328.07900000000006,363.54699999999997,727.0939999999999,904.434,1143.843,1995.075,1197.045,1480.7889999999998,354.68,372.41400000000004
"Pipestone County, Minnesota",0500000US27117,269.273,237.121,458.166,470.22299999999996,618.926,856.047,482.28,397.88100000000003,84.399,140.66500000000002
"Crow Wing County, Minnesota",0500000US27035,1210.444,1473.5839999999998,3105.052,2789.284,3841.8439999999996,5341.742,3447.134,3289.25,894.676,894.676
"Norman County, Minnesota",0500000US27107,153.04799999999997,204.975,262.368,295.16400000000004,377.15400000000005,582.129,404.48400000000004,325.22700000000003,65.592,65.592
"Wright County, Minnesota",0500000US27171,1303.9039999999998,1164.2,2933.784,3306.3279999999995,5215.615999999999,8661.648000000001,7078.336,11036.616,3725.44,2188.696
"Nicollet County, Minnesota",0500000US27103,557.128,519.1419999999999,1063.6080000000002,1278.8619999999999,1620.736,2583.048,2038.582,1899.3,595.114,506.48
"Douglas County, Minnesota",0500000US27041,857.275,695.525,1568.975,1455.75,2248.3250000000003,3251.175,2426.25,2264.5,760.225,647.0
"Grant County, Minnesota",0500000US27051,111.58400000000002,134.408,223.16800000000003,327.144,410.832,585.816,324.608,233.31199999999998,88.76,98.904
"Kittson County, Minnesota",0500000US27069,94.55000000000001,132.37,155.06199999999998,196.66400000000002,302.56,421.693,228.811,206.119,111.569,41.602000000000004
"Le Sueur County, Minnesota",0500000US27079,314.476,531.356,834.9879999999999,845.832,1507.316,2190.488,1713.352,1897.6999999999998,574.732,433.76
"Mahnomen County, Minnesota",0500000US27087,153.813,146.025,292.05,229.746,282.315,344.61899999999997,210.276,214.17,42.834,29.205
"Chisago County, Minnesota",0500000US27025,476.904,655.743,1371.0990000000002,1152.518,2086.455,3874.8450000000003,3696.0060000000003,4490.8460000000005,1371.0990000000002,695.485
"Redwood County, Minnesota",0500000US27127,328.12,365.97999999999996,656.24,687.79,1003.29,1236.76,858.1600000000001,788.75,208.23000000000002,170.37000000000003
"Yellow Medicine County, Minnesota",0500000US27173,216.16400000000002,253.577,407.386,369.973,615.2360000000001,960.267,602.765,473.898,149.65200000000002,108.08200000000001
"Todd County, Minnesota",0500000US27153,527.9580000000001,488.85,1192.7939999999999,1085.247,1652.3129999999999,2111.8320000000003,1212.348,1036.362,273.756,195.54
"Beltrami County, Minnesota",0500000US27007,1109.94,1331.928,2014.968,1861.284,2766.312,3090.7560000000003,2100.3480000000004,1963.74,461.0520000000001,375.672
"Blue Earth County, Minnesota",0500000US27013,1712.3860000000002,1329.016,2581.3579999999997,2658.032,3629.236,4421.534000000001,3578.1200000000003,3578.1200000000003,1073.4360000000001,971.204
"Houston County, Minnesota",0500000US27055,373.24399999999997,373.24399999999997,730.26,795.172,1257.67,1776.9659999999997,1152.1879999999999,1071.048,357.016,227.19199999999998
"Lac qui Parle County, Minnesota",0500000US27073,130.011,231.48299999999998,383.691,364.665,466.137,640.5419999999999,374.178,364.665,69.762,142.695
"Lake of the Woods County, Minnesota",0500000US27077,36.792,108.84299999999999,206.955,130.305,324.996,236.082,315.798,150.234,21.461999999999996,0.0
"Otter Tail County, Minnesota",0500000US27111,1239.3,1458.0,2332.8,2284.2,3766.5,4932.900000000001,3377.7000000000003,3183.3,899.1000000000001,826.2
"Waseca County, Minnesota",0500000US27161,368.75,331.875,885.0,626.875,1003.0000000000001,1563.5,1172.625,951.375,287.625,177.0
"St. Louis County, Minnesota",0500000US27137,5653.692,5225.382,10279.44,8908.848,12078.341999999999,16190.117999999999,10793.412,10793.412,3083.8320000000003,2741.184
"Anoka County, Minnesota",0500000US27003,3403.9440000000004,2647.512,8320.752,8825.04,14624.351999999999,23701.536,20675.807999999997,26475.12,10842.192,6555.744000000001
"Stearns County, Minnesota",0500000US27145,3226.135,2404.937,5396.4439999999995,5455.101000000001,8036.008999999999,12083.342,8505.265,8622.579,2639.565,2228.966
"Dakota County, Minnesota",0500000US27037,4763.3099999999995,3810.648,9209.065999999999,11273.167,16512.808,28738.637000000002,24451.658,30643.961,16036.476999999999,13496.045
"Lincoln County, Minnesota",0500000US27081,168.912,149.04,312.984,233.496,352.72799999999995,499.28400000000005,337.824,330.372,44.712,54.648
"Lyon County, Minnesota",0500000US27083,503.0,603.6,1016.06,1096.54,1408.4,1790.6800000000003,1488.88,1418.4599999999998,331.98,392.34
"Marshall County, Minnesota",0500000US27089,173.93200000000002,217.415,339.95799999999997,399.253,592.9499999999999,830.13,636.433,537.6080000000001,134.40200000000002,90.919
"Mille Lacs County, Minnesota",0500000US27095,546.264,505.8,1092.528,1082.412,1436.472,2387.376,1234.152,1335.3120000000001,293.364,192.204
"Renville County, Minnesota",0500000US27129,317.169,335.826,553.4910000000001,609.462,907.9739999999999,1380.618,901.7549999999999,764.9370000000001,230.10300000000004,230.10300000000004
"Washington County, Minnesota",0500000US27163,2116.115,1748.095,4876.264999999999,4876.264999999999,8464.46,16008.869999999999,13708.744999999999,20241.1,9936.54,10120.55
"Carlton County, Minnesota",0500000US27017,751.1279999999999,603.5849999999999,1247.409,1166.9309999999998,1824.1680000000001,2843.556,2146.08,2011.9499999999998,482.86800000000005,335.32500000000005
"Cook County, Minnesota",0500000US27031,202.5,129.6,294.3,278.1,396.9,648.0,288.9,297.0,116.1,51.3
"Kanabec County, Minnesota",0500000US27065,304.944,425.651,660.7120000000001,641.6529999999999,1099.0690000000002,1232.482,864.008,756.0070000000001,209.649,146.119
"Swisher County, Texas",0500000US48437,320.04600000000005,156.12,426.72799999999995,330.454,447.544,385.09600000000006,317.444,137.906,31.224,46.836000000000006
"Hunt County, Texas",0500000US48231,2383.575,2224.67,4036.187,3368.786,4067.9680000000003,5370.989,4163.311000000001,3813.72,1557.269,826.306
